date,avg_difangle,var_difangle,avgdis,vardis,decardis,movdistr_mean_a,movdistr_var_a,movdistr_mean_b,movdistr_var_b,motionsync_a_1,motionsync_a_2,motionsync_a_3,motionsync_a_4,motion_reaction_a,motion_reaction_b,varpos_a,varpos_b,M_1,M_2,M_3,M_4,M_5,M_6,PP_M_1,PP_M_2,PP_M_3,PP_M_4,PP_M_5,PP_M_6
11372111_F,168.70305602184166,13.647580426421221,134.3244242271926,15.702389366523063,6.592901662878205,42.01400988933365,38.13657225981,30.490352254879966,27.92370203877231,4229, 205,  15,  21,9.380117795407072,5.524364113272323,13.118090290508219,31.002505008689607,0,1,4,5,3,3,0,1,4,5,5,1
11322119_M,172.946288759887,6.370091986257842,186.2304084272638,108.07831034783335,9.0811025994214,39.467882541867404,36.924429759837984,44.721853519791416,40.136683822516524,3686, 525, 187,  72,7.968507474019285,10.461629965697405,137.7151725929408,190.75072279687055,0,0,4,4,4,4,  0,999,  4,  5,  1,  2
11322119_F,162.6987760505365,97.85405712924681,137.3854036729128,81.61752429746656,9.0811025994214,44.721853519791416,40.136683822516524,39.467882541867404,36.924429759837984,3960, 434,  44,  32,10.461629965697405,7.968507474019285,190.75072279687055,137.7151725929408,  0,999,  4,  5,  1,  2,0,0,4,4,4,4
11282118_M,176.25813798059113,11.180425992415925,146.992412945083,22.15720324886348,-22.01641945757939,39.557216858959265,37.7584153147177,36.87747373564623,36.82244493888758,3984, 249, 147,  90,10.125090885132702,11.606378350651683,39.0496319824728,84.38958767638633,0,0,3,4,1,1,0,1,4,6,2,4
11282118_F,158.84679324411948,19.36289750650804,158.93768235198664,95.91979524567263,-22.01641945757939,36.87747373564623,36.82244493888758,39.557216858959265,37.7584153147177,3860, 445, 119,  46,11.606378350651683,10.125090885132702,84.38958767638633,39.0496319824728,0,1,4,6,2,4,0,0,3,4,1,1
11402113_F,176.02973379831425,14.613425963437946,176.53819475214436,50.92579365395416,-24.050830636345836,48.523383440706276,40.746212189404986,34.72627737226277,35.90306766591442,3909, 371, 163,  27,10.900660431812994,8.685826915085505,156.6238579559984,98.73236435899874,0,1,5,5,2,3,0,0,2,3,1,1
11402113_M,178.6638823210596,2.2364323846628915,161.71822147241627,121.23684379851414,-24.050830636345836,34.72627737226277,35.90306766591442,48.523383440706276,40.746212189404986,4206, 207,  27,  30,8.685826915085505,10.900660431812994,98.73236435899874,156.6238579559984,0,0,2,3,1,1,0,1,5,5,2,3
11402103_M,165.8471949349479,34.26129316234728,157.67448424774608,125.03035054060916,-5.496453407788238,43.95371263259402,39.84814507075465,63.40030911901082,47.21940747134203,3789, 481, 165,  35,10.519397308732756,15.385743874427517,139.54636403626043,117.49247134180524,1,1,6,6,6,4,0,1,3,6,1,1
11402103_F,174.76166981000677,10.843418746495647,195.1449981039567,119.01971500673494,-5.496453407788238,63.40030911901082,47.21940747134203,43.95371263259402,39.84814507075465,2925,1289, 229,  27,15.385743874427517,10.519397308732756,117.49247134180524,139.54636403626043,0,1,3,6,1,1,1,1,6,6,6,4
11242112_M,143.6104160328903,472.19951839674866,165.25843426442282,447.74323780476976,-8.247070000005124,40.0618083352955,40.80616145445491,23.838179378215166,27.937306689670745,3945, 402,  91,  32,9.371959229946944,4.282217127550962,398.137665800478,25.06433943259363,0,1,4,3,6,4,0,0,3,5,4,2
11242112_F,170.30713509612536,0.930250020300179,208.64443018906604,46.23508441327488,-8.247070000005124,23.838179378215166,27.937306689670745,40.0618083352955,40.80616145445491,3542, 775, 108,  45,4.282217127550962,9.371959229946944,25.06433943259363,398.137665800478,0,0,3,5,4,2,0,1,4,3,6,4
11382109_M,178.15507958345736,2.1796027341088737,182.42162622451008,9.416952271804746,0.6304655778823189,36.52916760152569,27.890890526033022,32.85363414092021,27.889122416498427,2531,1708, 132,  99,6.422136884822813,5.504987057195698,9.57452941570003,14.572503655229388,0,0,3,4,3,2,0,0,3,1,1,1
11382109_F,178.37131104950655,1.5449045170069184,165.25327805955953,32.84742390323959,0.6304655778823189,32.85363414092021,27.889122416498427,36.52916760152569,27.890890526033022,3270, 995, 179,  26,5.504987057195698,6.422136884822813,14.572503655229388,9.57452941570003,0,0,3,1,1,1,0,0,3,4,3,2
11232113_M,172.19665385122653,3.1349598760874557,163.52447148999516,130.46055725108977,-19.311314290106964,40.30292818963514,34.6111794074289,38.227843841148754,33.96881488503222,4158, 183,  78,  51,8.795701464997173,6.746663447491066,90.53100433309842,124.69862447576233,0,0,1,4,1,1,0,1,6,6,2,3
11232113_F,164.52825306777368,25.797033017047085,145.6107231083067,35.94398254270487,-19.311314290106964,38.227843841148754,33.96881488503222,40.30292818963514,34.6111794074289,2548,1467, 336, 119,6.746663447491066,8.795701464997173,124.69862447576233,90.53100433309842,0,1,6,6,2,3,0,0,1,4,1,1
11342119_M,163.94506846054676,12.506571907545958,174.6240921827918,15.373096002495789,17.459567733333927,27.435900339750848,31.151959631061736,36.03663223636801,35.286198735239104,3486, 700, 227,  57,5.448517438516039,9.756574134890561,50.9622410374008,84.55102238121694,0,1,2,2,2,2,0,1,3,5,2,3
11342119_F,173.82863558193148,24.316284209457468,132.6021937848662,32.69153677413192,17.459567733333927,36.03663223636801,35.286198735239104,27.435900339750848,31.151959631061736,4181, 201,  36,  52,9.756574134890561,5.448517438516039,84.55102238121694,50.9622410374008,0,1,3,5,2,3,0,1,2,2,2,2
11322103_M,162.3817807273203,21.708714701799938,110.93458488066327,54.93787735491945,-0.9412608473057276,37.603158373097024,32.5669609460589,64.78472043287812,45.38694578509857,3659, 542, 148, 121,7.071868134660469,17.626136543651164,53.033108637580234,126.87484546764264,0,1,5,6,5,5,0,0,4,6,1,1
11322103_F,174.42036628583557,12.805366822954346,213.32713938971543,126.99159980092979,-0.9412608473057276,64.78472043287812,45.38694578509857,37.603158373097024,32.5669609460589,4071, 257,  84,  58,17.626136543651164,7.071868134660469,126.87484546764264,53.033108637580234,0,0,4,6,1,1,0,1,5,6,5,5
11242113_M,169.72473675960262,4.975146166339974,226.14887082755885,136.6682234200933,-29.13994292738346,32.802186421173765,33.02586157269591,36.55261984392419,31.167278319432842,4087, 271,  54,  58,6.954693146191882,6.385921869032118,69.60246181839311,55.85892070017859,0,1,4,3,4,4,  0,999,  6,  6,  2,  3
11242113_F,178.03281728744932,1.9819625441773276,159.42310828134717,43.75254591384746,-29.13994292738346,36.55261984392419,31.167278319432842,32.802186421173765,33.02586157269591,3449, 797, 180,  44,6.385921869032118,6.954693146191882,55.85892070017859,69.60246181839311,  0,999,  6,  6,  2,  3,0,1,4,3,4,4
11382119_F,173.98485873875464,38.43543736782127,150.98457291115858,105.72540950170172,10.948650033189494,35.35345429169574,34.11302477388881,29.343124015304973,25.114536894233368,4306,  76,  48,  40,8.539947365126494,5.598624837705625,41.294138328483264,13.542220043980818,0,1,5,4,1,1,0,0,4,4,5,5
11382119_M,164.9439818474051,3.2984289307444867,183.7713334871346,12.550321693705454,10.948650033189494,29.343124015304973,25.114536894233368,35.35345429169574,34.11302477388881,3812, 462,  96, 100,5.598624837705625,8.539947365126494,13.542220043980818,41.294138328483264,0,0,4,4,5,5,0,1,5,4,1,1
11262111_M,176.53188140977727,8.670320696354551,157.03749947134028,95.87709312214258,-2.717954514197629,53.466738973246564,44.50345584945942,28.748010911570812,28.686547916967463,3543, 640, 225,  62,12.598814601889421,6.068508312835032,112.9079917079943,29.948338414430488,0,1,5,6,5,4,0,0,2,4,1,1
11262111_F,162.73682436719002,7.470434405058581,170.5147210753424,38.97989659817926,-2.717954514197629,28.748010911570812,28.686547916967463,53.466738973246564,44.50345584945942,4174, 198,  62,  36,6.068508312835032,12.598814601889421,29.948338414430488,112.9079917079943,0,0,2,4,1,1,0,1,5,6,5,4
11342106_M,173.2720669156682,4.802129215610075,164.90711503660475,99.52341030399936,8.77954566016507,34.41297432401727,29.862107045737925,40.23356725146199,36.86189662710306,4075, 266,  78,  51,6.747384311056437,8.438648976668796,76.04604595900008,21.090225516382315,0,1,6,6,6,5,0,1,4,3,5,2
11342106_F,172.97414459618733,6.707859893924987,140.55684629002394,38.959627669244966,8.77954566016507,40.23356725146199,36.86189662710306,34.41297432401727,29.862107045737925,3307, 806, 236, 121,8.438648976668796,6.747384311056437,21.090225516382315,76.04604595900008,0,1,4,3,5,2,0,1,6,6,6,5
11312114_F,168.14199550201286,24.49938373750647,96.20752002564946,95.1997571809225,15.47298383992802,40.11536702492568,33.43397317002074,24.743165147810625,18.286342004848034,4183, 196,  67,  24,7.791530202298199,4.259644729778306,68.38628726138555,81.33185578558296,0,1,5,5,4,4,0,1,5,6,3,3
11312114_M,177.58523375077255,4.1641346004420505,219.20686744640204,8.629264335526,15.47298383992802,24.743165147810625,18.286342004848034,40.11536702492568,33.43397317002074,3984, 425,  31,  30,4.259644729778306,7.791530202298199,81.33185578558296,68.38628726138555,0,1,5,6,3,3,0,1,5,5,4,4
11212106_F,167.77166244528473,31.13854354842873,132.45754243006053,61.05278672204928,-8.27527303041495,27.871320932422886,34.485076357457814,18.05473801560758,25.17268702559492,3538, 543, 293,  96,7.1990241665286225,3.2346303314551323,142.67847517025848,23.859816417517656,1,1,7,7,1,1,1,1,7,7,5,4
11212106_M,172.1603470417755,3.817772240911729,129.59381124810247,17.137419524518045,-8.27527303041495,18.05473801560758,25.17268702559492,27.871320932422886,34.485076357457814,3938, 428,  84,  20,3.2346303314551323,7.1990241665286225,23.859816417517656,142.67847517025848,1,1,7,7,5,4,1,1,7,7,1,1
11312106_F,177.36786727991577,5.994542058181777,213.57832730596203,134.85810518735335,20.692219138144765,45.824988078206964,39.640967502598386,2.520289855072464,15.818332883442974,3964, 414,  47,  45,11.48935743997409,0.7041336211783567,67.57091099211745,24.899497069472396,0,0,2,3,3,1,0,0,2,3,5,2
11312106_M,153.02712689659802,4.331374371941733,334.22462271199186,22.608239693354932,20.692219138144765,2.520289855072464,15.818332883442974,45.824988078206964,39.640967502598386,4414,  24,  11,  21,0.7041336211783567,11.48935743997409,24.899497069472396,67.57091099211745,0,0,2,3,5,2,0,0,2,3,3,1
11322118_F,174.20276463697252,0.8973723745918266,225.16865209439206,106.29811399463374,2.6140270372532655,34.438042712978174,34.22303409585675,50.60504299326052,40.78147417599372,4060, 237,  96,  77,8.689661855187074,10.143887724392552,47.93323013436346,104.22220978793614,0,1,5,7,4,3,0,0,3,3,3,2
11322118_M,176.55688148126518,4.851103395682348,204.4616775251601,52.78242359744065,2.6140270372532655,50.60504299326052,40.78147417599372,34.438042712978174,34.22303409585675,3457, 875, 105,  33,10.143887724392552,8.689661855187074,104.22220978793614,47.93323013436346,0,0,3,3,3,2,0,1,5,7,4,3
11372117_F,176.45458355600238,15.406710067222496,178.08921263157222,92.85901093332785,14.875878102485444,33.86581853096495,37.55167504575412,36.941471571906355,33.062246237401496,4156, 211,  79,  24,9.501893202761286,6.349310446217754,98.39814850431067,39.9837777683758,0,0,2,2,3,2,0,1,3,6,3,1
11372117_M,174.89145088145906,3.483873546939495,193.1548386607854,30.588301925958604,14.875878102485444,36.941471571906355,33.062246237401496,33.86581853096495,37.55167504575412,3677, 578, 186,  29,6.349310446217754,9.501893202761286,39.9837777683758,98.39814850431067,0,1,3,6,3,1,0,0,2,2,3,2
11372114_M,171.41232218757986,6.967968255919695,139.93546611217056,257.11199063623076,37.099003192442865,45.757550535077286,38.46377010443686,49.24907663896584,38.564806311597174,3124, 801, 438, 107,9.925472228884168,9.37547554931841,217.0256585101978,43.340953185912994,0,1,2,4,5,1,0,0,2,2,1,1
11372114_F,168.0574721251828,4.101211815727983,186.88214252257424,79.57480617225158,37.099003192442865,49.24907663896584,38.564806311597174,45.757550535077286,38.46377010443686,2455,1360, 517, 138,9.37547554931841,9.925472228884168,43.340953185912994,217.0256585101978,0,0,2,2,1,1,0,1,2,4,5,1
11392120_F,175.64888288405575,0.7999566858623532,212.61447369523216,34.95224196610738,6.2749893921000535,36.081634938409856,33.1381731618879,53.39134006101854,42.23682599004418,3255, 864, 251, 100,6.398567898230344,10.813061996449141,13.300242074634683,299.514664050485,0,0,2,2,2,2,0,1,4,4,6,5
11392120_M,161.89241429460895,11.927893351418447,165.76247715790697,360.2678331410361,6.2749893921000535,53.39134006101854,42.23682599004418,36.081634938409856,33.1381731618879,3365, 843, 240,  22,10.813061996449141,6.398567898230344,299.514664050485,13.300242074634683,0,1,4,4,6,5,0,0,2,2,2,2
11212119_F,171.7715702191253,10.068398193846244,269.11554005833915,269.27276577513163,11.514753487228745,50.89600532623169,41.33808559823176,19.959148446490218,21.516022872303445,3191, 700, 406, 173,15.671281820279985,5.094510167423601,234.43489931585944,89.05897291464247,0,0,2,2,1,1,0,1,4,5,4,3
11212119_M,174.47499630972607,11.042358936827787,164.0233335046146,88.12273270063609,11.514753487228745,19.959148446490218,21.516022872303445,50.89600532623169,41.33808559823176,4184, 173,  59,  54,5.094510167423601,15.671281820279985,89.05897291464247,234.43489931585944,0,1,4,5,4,3,0,0,2,2,1,1
11322108_F,172.89607505930454,4.761209645073433,190.5856075435772,39.78286391223884,27.81929437464919,33.549205994184746,31.218328346587914,40.28246677547214,33.88188734306392,3754, 603,  72,  41,5.992027514182021,8.979919983031001,46.05869095625114,48.76298614765665,0,1,4,5,1,2,0,1,7,7,7,7
11322108_M,175.29019861856247,49.21104192961611,156.00924031573552,163.3369361070877,27.81929437464919,40.28246677547214,33.88188734306392,33.549205994184746,31.218328346587914,3957, 296, 120,  97,8.979919983031001,5.992027514182021,48.76298614765665,46.05869095625114,0,1,7,7,7,7,0,1,4,5,1,2
11242116_M,171.61379219573945,26.87225824423095,188.1707776850722,572.5517587284558,-30.238337784097098,30.99757561764027,33.264515477702155,44.84659759830468,38.04369554835666,4059, 277,  82,  52,7.4978174807390126,11.526971647915946,774.491096670609,125.12992528447103,  0,  1,999,  3,  5,  4,0,0,3,4,1,4
11242116_F,135.19343895883014,110.55214954533842,145.23657558498797,247.11711234607355,-30.238337784097098,44.84659759830468,38.04369554835666,30.99757561764027,33.264515477702155,3866, 425, 111,  68,11.526971647915946,7.4978174807390126,125.12992528447103,774.491096670609,0,0,3,4,1,4,  0,  1,999,  3,  5,  4
11342108_F,177.08737177208835,2.4861386338749205,208.1790739931072,14.119818039056232,18.476411120386047,38.72410336377813,27.392880750255834,30.986201480816693,26.666402386563263,2302,1743, 354,  71,6.590096694636061,5.624578461216097,26.795256442773145,82.13010067039527,0,0,5,5,2,2,0,1,7,7,7,7
11342108_M,176.96857222181663,7.570462950579963,153.71094696479142,33.51811652041682,18.476411120386047,30.986201480816693,26.666402386563263,38.72410336377813,27.392880750255834,3998, 299, 122,  51,5.624578461216097,6.590096694636061,82.13010067039527,26.795256442773145,0,1,7,7,7,7,0,0,5,5,2,2
11212117_F,175.33891316888392,4.2199809382531175,234.82320996401046,72.24006219824155,0.3275168323831963,39.40886017535764,33.82141472626663,22.432782748336773,23.057591228710464,3966, 442,  28,  34,8.115808671647695,5.608770501003229,40.771272333669245,126.82210622483825,0,0,1,2,1,1,0,1,5,6,7,3
11212117_M,158.79991156970854,18.05450974971121,177.10897038983884,22.252607451186037,0.3275168323831963,22.432782748336773,23.057591228710464,39.40886017535764,33.82141472626663,4254, 114,  56,  46,5.608770501003229,8.115808671647695,126.82210622483825,40.771272333669245,0,1,5,6,7,3,0,0,1,2,1,1
11252114_M,162.7559909799983,102.47205791534415,155.91004384099801,111.73822949807769,-18.674338820994308,47.26896392229417,43.66329043148227,35.26140350877193,34.22310915696212,3007,1128, 279,  56,9.350931917856157,8.233859614896316,179.15442928101243,81.25075213944012,0,1,6,4,6,5,0,1,4,4,1,1
11252114_F,163.93397075905716,11.366915474072767,129.0676180260672,96.12331041054443,-18.674338820994308,35.26140350877193,34.22310915696212,47.26896392229417,43.66329043148227,3845, 410, 134,  81,8.233859614896316,9.350931917856157,81.25075213944012,179.15442928101243,0,1,4,4,1,1,0,1,6,4,6,5
11382117_M,169.66887557167507,11.417558426174358,183.5799067873906,23.204490599647585,0.39714280615226016,52.40319570795428,40.80093517585538,29.81825343236552,29.513040830007313,3268,1085,  76,  41,10.233514421613997,5.441209101978965,81.48800634056592,20.79418789811709,0,0,3,2,2,3,0,0,2,3,2,2
11382117_F,175.50099565743653,1.1717645878549017,229.69950748788716,37.14959315540039,0.39714280615226016,29.81825343236552,29.513040830007313,52.40319570795428,40.80093517585538,3792, 541, 111,  26,5.441209101978965,10.233514421613997,20.79418789811709,81.48800634056592,0,0,2,3,2,2,0,0,3,2,2,3
11282114_F,172.79177589622734,4.2975934098655,182.87077106549532,36.97442324454475,-5.056513923602324,45.5049943246311,37.653422484190635,57.0834891798023,47.8437870724056,2432,1583, 354, 101,8.29636156054148,18.827902737250483,32.549153506573816,502.7622111975412,0,0,2,3,1,1,0,1,5,3,5,5
11282114_M,168.88010134378098,50.01974488296464,130.83323009555232,255.2859027642551,-5.056513923602324,57.0834891798023,47.8437870724056,45.5049943246311,37.653422484190635,4090, 283,  72,  25,18.827902737250483,8.29636156054148,502.7622111975412,32.549153506573816,0,1,5,3,5,5,0,0,2,3,1,1
11212116_M,168.22532720323522,8.578043656908479,177.9111467843389,31.397183214751966,0.5618647769055656,26.337514384349827,28.767770953019184,43.12351847548222,34.981626264940395,4042, 341,  64,  23,5.818948327973339,8.885827764606214,60.919181675442054,35.18722179516646,0,1,6,6,7,2,0,0,2,3,1,1
11212116_F,169.59143619482765,4.187799841903237,194.2496251548836,60.88979385388712,0.5618647769055656,43.12351847548222,34.981626264940395,26.337514384349827,28.767770953019184,3452, 750, 223,  45,8.885827764606214,5.818948327973339,35.18722179516646,60.919181675442054,0,0,2,3,1,1,0,1,6,6,7,2
11232108_M,170.3292158801558,24.296207568231832,125.63872542971832,103.18400572917947,26.37317671665022,35.37899277220797,33.13186874899805,36.57668370749055,32.71789522158799,3895, 416, 134,  25,8.060978731128124,6.45815514587001,73.32082893619001,18.227054510078283,0,0,4,4,3,4,0,0,2,2,1,1
11232108_F,169.00068124654203,2.979418219811855,183.81863658015632,42.02884581241346,26.37317671665022,36.57668370749055,32.71789522158799,35.37899277220797,33.13186874899805,2453,1581, 406,  30,6.45815514587001,8.060978731128124,18.227054510078283,73.32082893619001,0,0,2,2,1,1,0,0,4,4,3,4
11342112_F,133.6343690371818,61.3165814898104,190.01496899730574,72.55822361959612,-18.392896693233695,42.4322881163372,35.59819514819939,53.04282893112811,42.38650700517606,3135, 992, 302,  41,8.351998478890646,13.130009234166435,78.8353625661422,100.99054389194814,0,1,4,5,5,3,0,1,7,7,7,5
11342112_M,170.17593743094278,24.44054510294538,156.76014331703036,103.93413389077348,-18.392896693233695,53.04282893112811,42.38650700517606,42.4322881163372,35.59819514819939,3244, 955, 243,  28,13.130009234166435,8.351998478890646,100.99054389194814,78.8353625661422,0,1,7,7,7,5,0,1,4,5,5,3
11382108_F,171.12694637606717,2.9232469415235562,203.84862954501,33.22623262127979,-12.648780619086438,44.78134143596669,38.592984903066856,42.562258577596,34.679998947594655,2608,1356, 431,  75,8.074833019832466,8.293718498542693,9.691918942805144,35.10077944116747,0,0,2,3,1,1,0,0,3,3,7,2
11382108_M,178.04758270272757,1.4414284572659264,223.6847275020595,36.50934899605014,-12.648780619086438,42.562258577596,34.679998947594655,44.78134143596669,38.592984903066856,4294, 130,  27,  19,8.293718498542693,8.074833019832466,35.10077944116747,9.691918942805144,0,0,3,3,7,2,0,0,2,3,1,1
11252118_F,170.55372636964563,4.320907764361102,205.31159815828477,146.56766169099748,-21.38838004248271,32.01265381936383,32.28438347536192,44.17341528079055,39.03276978161619,3827, 529,  59,  55,6.983812217562417,9.931252400858071,52.89979304175726,143.98407137610718,0,1,5,7,3,2,0,0,1,2,1,1
11252118_M,174.62386040257158,14.43835356744901,169.5009747623668,133.29288794082402,-21.38838004248271,44.17341528079055,39.03276978161619,32.01265381936383,32.28438347536192,3212, 900, 312,  46,9.931252400858071,6.983812217562417,143.98407137610718,52.89979304175726,0,0,1,2,1,1,0,1,5,7,3,2
